filename,ctr,title,project,has_face,has_before_after,brightness,saturation,contrast,warm,title_hook,text_density,subject_prominence,medical_trust_signal,hook_strength,before_after_strength,emotional_tension,composition_clarity,thumbnail_legibility,ai_tags,ai_notes
LB-78.jpg,40.46,一个鼻子而已 变化能有多大…,手术隆鼻,是,否,70,60,50,40,80,20,70,30,75,0,60,65,80,隆鼻 / 手术 / 变化 / 美容 / 医美 / 效果 / 前后对比 / 自信,封面展示了个人自拍，标题引发好奇，适合吸引点击。
LB-79.jpg,11.35,这鼻子五一回家会被爸妈发现吗！,手术隆鼻,是,否,60,50,70,40,80,30,70,60,75,0,65,80,70,隆鼻 / 手术 / 美容 / 鼻子 / 医美 / 五一 / 家庭 / 发现,标题引发好奇心，面部特征清晰，适合吸引点击。
LB-80.jpg,15.96,原来大鼻头还可以这样,手术隆鼻,是,否,70,60,50,40,80,20,70,60,75,0,50,65,80,隆鼻 / 医美 / 美容 / 手术 / 大鼻头 / 效果 / 前后对比 / 美丽,封面标题吸引人，且有清晰的主题，适合引发点击。
LB-81.jpg,8.58,只是do了个鼻，没想到变化这么大,手术隆鼻,是,是,70,60,80,30,75,40,85,70,80,90,60,75,85,隆鼻 / 手术 / 美容 / 变化 / 面部 / 对比 / 效果 / 医美,封面展示了明显的前后对比，吸引观众关注变化效果。
LB-82.jpg,6.52,面中拉出后得到了妈生侧颜～,手术隆鼻,是,否,70,60,50,40,80,20,70,60,75,0,50,80,70,隆鼻 / 侧颜 / 医美 / 美容 / 手术 / 效果 / 面部 / 变化,封面展示了侧颜，标题引人关注，适合吸引点击。
LB-83.jpg,9.08,当我把面中拉出…,手术隆鼻,是,是,60,50,70,40,80,20,75,60,85,90,50,70,80,隆鼻 / 手术 / 美容 / 前后对比 / 面部 / 医美 / 效果 / 案例,封面展示了明显的前后对比，吸引用户点击了解手术效果。
LB-84.jpg,6.71,我承认 以前的鼻子确实丑了点,手术隆鼻,是,是,75,60,70,50,80,30,85,70,75,90,60,80,85,隆鼻 / 手术 / 美容 / 前后对比 / 医美 / 信任 / 效果 / 年轻,封面展示了明显的前后对比，增强了点击吸引力。
LB-85.jpg,9.25,当我 do 了个露思同款鼻…,手术隆鼻,是,否,70,60,75,50,80,40,85,70,75,0,60,80,90,隆鼻 / 医美 / 美容 / 手术 / 效果 / 护理 / 变美 / 露思,封面展示了手术过程，吸引对医美感兴趣的用户点击。
LB-86.jpg,15.44,像她三分已是绝色,手术隆鼻,是,否,70,60,75,50,80,30,85,40,75,0,60,70,80,隆鼻 / 医美 / 美容 / 绝色 / 手术 / 变美 / 面部 / 女性,封面展示了清晰的面部特征，标题吸引人，适合医美主题。
LB-87.jpg,9.15,没想到do鼻后颜值能提升这么多…,手术隆鼻,是,是,70,60,75,50,80,30,85,70,75,90,60,80,85,隆鼻 / 美容 / 手术 / 前后对比 / 颜值提升 / 医美 / 效果 / 案例,封面展示了明显的前后对比，吸引观众关注手术效果。
LB-88.jpg,12.5,直观感受面中拉出40%的震撼！！,手术隆鼻,是,否,70,50,60,30,80,40,70,60,75,0,50,65,80,隆鼻 / 手术 / 美容 / 医美 / 震撼 / 效果 / 面部 / 变化,封面通过震撼的标题和清晰的主题吸引点击，具备较强的视觉冲击力。
LB-89.jpg,16.55,原相机妈生鼻｜双拱支架 随意揉捏～,手术隆鼻,是,否,70,60,75,50,80,40,70,60,75,0,65,80,70,隆鼻 / 手术 / 美容 / 医美 / 鼻子 / 效果 / 整形 / 护理,封面展示了手术过程，标题吸引人，具有较强的点击潜力。
LB-90.jpg,7.77,深圳妈生感微起伏鼻，值吗？,手术隆鼻,是,否,70,50,60,40,80,20,75,60,70,0,50,80,90,隆鼻 / 医美 / 深圳 / 微整形 / 美容 / 手术 / 鼻子 / 效果,封面清晰，标题吸引人，适合引发点击
LB-91.jpg,35.03,成都鼻修复|这次鼻子只能给到一个夯了,手术隆鼻,是,否,70,60,75,50,80,20,85,60,75,0,65,80,90,鼻修复 / 手术 / 美容 / 成都 / 整形 / 面部 / 效果 / 专业,封面展示了清晰的面部特征，标题引人注目，适合吸引点击。
LB-92.jpg,15.95,📷原相机感受拉出面中的含金量,手术隆鼻,是,是,30,20,50,40,70,30,60,50,65,80,40,50,60,隆鼻 / 手术 / 美容 / 面部 / 效果 / 对比 / 原相机 / 含金量,封面展示了明显的对比效果，吸引用户点击了解手术效果。
LB-93.jpg,15.66,面中拉出40%的含金量….,手术隆鼻,是,否,30,20,50,10,70,10,60,80,75,0,40,65,50,隆鼻 / 手术 / 美容 / 医美 / 效果 / 专业 / 信任 / 面部,封面展示了专业的医美手术环境，标题吸引人，具有较强的点击潜力。
LB-94.jpg,13.34,直鼻微翘📷原相机live图直出,手术隆鼻,是,否,70,60,75,50,80,30,85,60,75,0,40,80,70,隆鼻 / 微翘 / 手术 / 美容 / 直鼻 / 原相机 / live图 / 效果,封面展示了清晰的面部特征，标题吸引人，适合医美主题。
LB-95.jpg,7.23,成都周顺波 隆鼻届权威的代表！,手术隆鼻,是,否,75,60,70,50,80,30,85,70,75,0,60,80,90,隆鼻 / 医美 / 成都 / 权威 / 美容 / 手术 / 专业 / 信任,封面展示了专业人士，增强了信任感和点击欲望。
LB-96.jpg,13.11,啊啊啊！谁懂这个👃的含金量啊！,手术隆鼻,是,是,70,60,80,50,75,20,85,70,80,90,60,75,85,隆鼻 / 医美 / 美容 / 手术 / 效果 / 前后对比 / 面部 / 信任,封面展示了明显的面部特征和对比效果，吸引点击。
LB-97.jpg,18.04,成都隆鼻微起伏|4mm拉面中，上镜骨感高级,手术隆鼻,是,是,60,50,70,30,80,40,90,70,85,90,60,75,80,隆鼻 / 微整形 / 美容 / 成都 / 手术 / 对比 / 效果 / 高级,封面展示了明显的前后对比，吸引点击的潜力较高。
LB-98.jpg,29.59,成都鼻修复｜隆鼻怎么可能找谁都一样,手术隆鼻,是,否,70,50,60,40,80,30,70,60,75,0,50,65,80,鼻修复 / 隆鼻 / 医美 / 成都 / 美容 / 手术 / 整形 / 效果,封面展示了医美手术过程，标题引人关注，适合吸引点击。
LB-99.jpg,21.04,成都微起伏|把我推给所有需要鼻修复的妹妹,手术隆鼻,是,否,70,60,50,40,80,30,70,60,75,0,50,65,80,隆鼻 / 鼻修复 / 医美 / 成都 / 美容 / 手术 / 女性 / 推荐,封面具有较强的吸引力和清晰度，适合吸引目标受众点击。
LB-100.jpg,38.29,成都鼻修复|被妈生高级感拿捏了~,手术隆鼻,是,否,70,60,75,50,80,20,85,70,75,0,60,80,90,鼻修复 / 手术 / 美容 / 成都 / 高颜值 / 医美 / 术后效果 / 专业,封面展示了专业的手术过程，吸引关注和信任。
LB-101.jpg,51.05,成都周顺波｜3个部位改善面中凹陷,手术隆鼻,是,是,70,60,75,50,80,40,85,70,75,80,60,70,80,医美 / 隆鼻 / 面部改善 / 成都 / 美容 / 手术 / 效果对比 / 专业,封面展示了面部改善效果，标题吸引人，具有较强的点击潜力。
LB-102.jpg,24.25,成都隆鼻微起伏|4mm拉面中，上镜骨感高级,手术隆鼻,是,是,60,50,70,30,80,40,90,70,85,75,60,80,75,隆鼻 / 微整形 / 美容 / 成都 / 手术 / 效果图 / 面部 / 高级,封面展示了明显的前后对比，吸引用户关注手术效果。
LB-103.jpg,29.03,成都上镜骨感鼻|高辨识度的高级感！！,手术隆鼻,是,否,70,60,50,40,80,20,70,60,75,0,50,65,80,隆鼻 / 医美 / 成都 / 高级感 / 美容 / 手术 / 面部 / 变化,封面展示了面部特征，标题吸引人，整体视觉效果较好，适合吸引点击。
LB-104.jpg,36.8,成都隆鼻｜终于拥有了权威的骨相侧脸了！！,手术隆鼻,是,否,70,50,80,40,85,20,90,60,75,0,65,85,90,隆鼻 / 成都 / 美容 / 手术 / 侧脸 / 权威 / 效果 / 医美,封面展示了清晰的侧脸，标题吸引人，整体视觉效果强烈，适合吸引点击。
LB-105.jpg,59.88,成都上镜骨感鼻！隆鼻的尽头就是自然高级,手术隆鼻,是,否,40,30,70,20,80,10,60,50,75,0,40,60,50,隆鼻 / 自然 / 高级 / 美容 / 成都 / 手术 / 面部 / 效果,封面展示了隆鼻效果，标题吸引人，整体对点击有积极影响。
LB-106.jpg,20.22,短塌鼻逆袭思路,手术隆鼻,是,否,70,60,50,40,80,30,70,60,75,0,50,65,80,隆鼻 / 医美 / 美容 / 短鼻 / 逆袭 / 手术 / 效果 / 案例,封面标题吸引人，面部特征突出，整体清晰度较高，适合引发点击。
LB-107.jpg,16.98,肋骨直鼻微翘👃精致上镜鼻型,手术隆鼻,是,否,75,60,70,50,80,30,85,70,75,0,60,80,90,隆鼻 / 微整形 / 美容 / 医美 / 鼻型 / 精致 / 手术 / 肋骨,封面展示了清晰的鼻部特征，标题吸引人，整体视觉效果良好，适合吸引点击。
LB-108.jpg,25.23,当你do到妈生鼻的精髓后……,手术隆鼻,是,否,70,60,50,40,80,20,70,60,75,0,50,80,70,隆鼻 / 医美 / 美容 / 手术 / 效果 / 变美 / 自信 / 女性,封面具有较强的标题吸引力和清晰的构图，适合吸引点击。
LB-109.jpg,12.82,这就是无假体隆鼻👃的含金量吗……,手术隆鼻,是,否,70,60,75,50,80,30,85,60,75,0,65,80,90,隆鼻 / 无假体 / 医美 / 美容 / 手术 / 效果 / 真实案例 / 面部,封面展示了真实的面部特征，标题引人注目，适合吸引点击。
LB-110.jpg,39.68,do鼻7天，拆盲盒来了,手术隆鼻,是,否,70,60,50,40,80,30,70,60,75,0,50,65,80,隆鼻 / 医美 / 拆盲盒 / 美容 / 手术 / 效果 / 护理 / 7天,封面标题吸引人，展示了手术过程，具有一定的情感张力和清晰度。
LB-111.jpg,22.94,深圳do鼻，值吗？,手术隆鼻,是,是,70,60,80,30,75,40,85,70,80,75,60,90,85,鼻整形 / 深圳 / 手术 / 美容 / 隆鼻 / 医美 / 效果 / 案例,封面清晰展示了鼻部特征，标题引发好奇，适合吸引点击。
LB-112.jpg,69.21,深圳隆鼻模板,手术隆鼻,是,是,70,60,75,50,80,30,85,70,75,80,60,90,85,隆鼻 / 手术 / 美容 / 整形 / 深圳 / 模板 / 效果 / 前后对比,封面展示了明显的前后对比，吸引用户点击了解隆鼻效果。
LB-113.jpg,53.03,深圳拉面中丨凹面型扁平脸改善思路,手术隆鼻,是,否,30,20,70,10,60,40,80,50,70,0,40,60,50,隆鼻 / 扁平脸 / 改善 / 深圳 / 医美 / 手术 / 美容 / 面部,封面展示了面部侧影，突出手术改善效果，吸引关注。
LB-114.jpg,6.95,4mm假体拉面中，深圳微起伏上镜骨感鼻,手术隆鼻,是,否,70,50,80,30,75,20,85,60,70,0,40,90,80,隆鼻 / 微整形 / 深圳 / 假体 / 美容 / 骨感 / 手术 / 美丽,封面清晰展示了鼻部特征，标题吸引眼球，适合点击。
LB-115.jpg,42.01,深圳do鼻丨面中凹陷改善思路,手术隆鼻,是,否,70,60,75,50,80,20,85,70,75,0,40,80,90,隆鼻 / 医美 / 深圳 / 美容 / 手术 / 面部 / 改善 / 效果,封面展示了清晰的侧脸，突出鼻部改善，标题引人注目，适合吸引点击。
LB-116.jpg,35.12,深圳do鼻微起伏|4mm拉面中，上镜骨感高级,手术隆鼻,是,否,70,60,75,50,80,30,85,70,75,0,60,80,90,隆鼻 / 医美 / 深圳 / 美容 / 手术 / 微整 / 效果 / 高级,封面展示了清晰的面部特征，标题吸引人，适合医美类内容。
LB-117.jpg,1.0271,杭州do鼻|外国人do鼻前后差距有多大？,手术隆鼻,是,是,70,60,75,40,80,50,70,60,85,80,65,75,70,隆鼻 / 美容 / 手术 / 前后对比 / 外国人 / 杭州 / 变化 / 效果,封面标题引人注目，展示了明显的前后对比，适合吸引点击。
LB-118.jpg,84.67,找杭州do鼻之神切换风格,手术隆鼻,是,是,70,60,75,50,80,40,85,60,75,70,65,80,75,隆鼻 / 医美 / 杭州 / 风格切换 / 美容 / 手术 / 效果对比 / 时尚,封面展示了明显的风格对比，吸引观众点击了解更多。
LB-119.jpg,91.07,不用惊讶 一款美鼻直接活出两种人生,手术隆鼻,是,是,75,60,80,50,85,40,90,70,80,90,65,85,75,隆鼻 / 美鼻 / 手术 / 美容 / 前后对比 / 女性 / 变美 / 医美,封面展示了明显的前后对比，吸引观众关注美鼻效果，标题引人入胜。
LB-120.jpg,28.44,适配脸型的微起伏鼻,手术隆鼻,是,否,70,60,75,50,80,20,85,70,75,0,60,80,90,微整形 / 隆鼻 / 美容 / 脸型 / 手术 / 效果 / 医美 / 美丽,封面展示了清晰的侧脸，突出了鼻部变化，吸引点击。
LB-121.jpg,81.28,破防了！原来ai都算不出的黄金比例，藏在这里,手术隆鼻,是,否,70,60,75,50,80,20,85,70,75,0,65,80,90,隆鼻 / 黄金比例 / 医美 / 手术 / 美容 / 面部 / AI / 效果,封面展示了专业医生与模特的互动，强调了手术效果和专业性，吸引点击。
LB-122.jpg,74.08,用色彩打开你的鼻模版,手术隆鼻,是,是,60,70,80,50,75,30,85,60,70,80,65,75,80,隆鼻 / 医美 / 美容 / 手术 / 效果 / 前后对比 / 色彩 / 鼻子,封面通过色彩和前后对比吸引眼球，增强点击率潜力。
LB-123.jpg,56.57,鼻修复依旧选他！,手术隆鼻,是,否,70,60,75,50,80,20,85,70,75,0,60,80,90,鼻修复 / 手术隆鼻 / 美容 / 医美 / 效果图 / 专业 / 信任 / 案例,封面展示了专业医生与患者的互动，强调了手术效果和信任感，吸引点击。
LB-124.jpg,55.45,do鼻后不贴胶带等于白做！,手术隆鼻,是,否,70,60,50,40,80,30,70,60,75,0,50,65,80,隆鼻 / 医美 / 手术 / 美容 / 效果 / 胶带 / 前后对比 / 信号,标题引人注目，图像清晰，适合吸引点击。
LB-125.jpg,40.18,妈生感直鼻微翘模版❗️❗️❗️,手术隆鼻,是,否,70,60,50,40,80,30,70,60,75,0,50,80,90,隆鼻 / 微整形 / 美容 / 手术 / 鼻型 / 模特 / 效果 / 美丽,封面展示了微整形效果，标题吸引眼球，整体清晰度高。
LB-126.jpg,56.81,直鼻模版～,手术隆鼻,是,否,75,60,80,50,70,40,85,60,75,0,65,80,70,隆鼻 / 手术 / 美容 / 模特 / 面部 / 效果 / 直鼻 / 美丽,封面展示了清晰的面部特征，吸引眼球的标题和良好的构图，适合吸引点击。
LB-127.jpg,6.82,大鼻头缩小 别再傻傻只切鼻头了！,手术隆鼻,是,是,70,60,80,50,85,40,90,75,80,70,60,85,90,隆鼻 / 医美 / 美容 / 手术 / 鼻头缩小 / 效果对比 / 面部 / 信任,封面清晰且具有吸引力，标题引人注目，适合吸引点击。
LB-128.jpg,39.68,do鼻7天，拆盲盒来了,手术隆鼻,是,否,70,60,50,40,80,30,70,60,75,0,50,65,80,隆鼻 / 医美 / 拆盲盒 / 美容 / 手术 / 效果 / 7天 / 变化,封面标题吸引眼球，展示了医美过程，具有较强的点击潜力。
LB-129.jpg,31.16,这才是扁平脸塌鼻子 正确do鼻思路！,手术隆鼻,是,否,40,30,70,20,80,60,75,50,85,0,40,65,70,扁平脸 / 塌鼻子 / 隆鼻 / 手术 / 美容 / 医美 / 鼻子 / 整形,封面标题吸引人，突出手术主题，适合医美领域
LB-130.jpg,54.89,妈生鼻也有微起伏了？悄悄变美do鼻模板！,手术隆鼻,是,否,70,60,75,40,80,50,85,70,75,0,60,80,70,隆鼻 / 微整形 / 变美 / 鼻子 / 手术 / 美容 / 效果 / 模板,封面展示了微整形效果，吸引用户关注鼻部变化，标题引发好奇心。
LB-131.jpg,60.66,如何设计出好看的鼻子？深圳do鼻模板！,手术隆鼻,是,否,70,50,80,30,85,60,90,75,80,0,40,85,70,隆鼻 / 手术 / 美容 / 深圳 / 鼻子设计 / 医美 / 效果图 / 整形,封面展示了鼻部设计的专业性，吸引对隆鼻手术感兴趣的用户点击。
LB-132.jpg,33.93,深圳微起伏鼻 皮相逆袭骨相 颜值从拉到夯！,手术隆鼻,是,否,70,60,75,50,80,30,85,70,75,0,60,80,90,微整形 / 隆鼻 / 美容 / 医美 / 深圳 / 颜值 / 手术 / 效果,封面展示了清晰的面部特征和专业的医美操作，吸引点击。
LB-133.jpg,16.44,直鼻微翘微起伏👃～,手术隆鼻,是,否,70,60,50,40,80,20,70,60,75,0,50,65,80,隆鼻 / 微整形 / 美容 / 手术 / 直鼻 / 微翘 / 面部 / 效果,封面展示了微整形效果，标题吸引人，适合点击。
LB-134.jpg,9.27,幼态妈生鼻真的好喜欢…,手术隆鼻,是,否,70,60,75,50,80,20,85,60,75,0,65,80,90,隆鼻 / 医美 / 美容 / 年轻 / 女性 / 手术 / 效果 / 自信,封面展示了清晰的面部特征，标题引发好奇心，适合吸引点击。
LB-135.jpg,8.58,只是do了个鼻，没想到变化这么大,手术隆鼻,是,是,60,50,70,40,80,30,75,60,85,90,70,80,75,隆鼻 / 手术 / 变化 / 美容 / 医美 / 效果 / 前后对比 / 案例,封面展示了明显的前后对比，标题引人注目，具有较强的点击吸引力。
LB-136.jpg,62.91,do鼻后只喜欢素颜出门！,手术隆鼻,是,否,70,60,75,50,80,30,85,60,75,0,65,80,70,素颜 / 隆鼻 / 医美 / 美容 / 手术 / 效果 / 自信 / 美丽,封面展示了清晰的面部特征，标题引人注目，适合吸引点击。
LB-137.jpg,11.93,超自然的直鼻微翘微起伏～,手术隆鼻,是,是,70,60,75,50,80,30,85,60,75,70,65,80,90,隆鼻 / 微整形 / 美容 / 手术 / 效果 / 自然 / 前后对比 / 美丽,封面展示了手术效果，吸引点击的潜力较高。
LB-138.jpg,11.42,鼻子拉出面中后气质都变了！,手术隆鼻,是,是,70,60,75,50,80,30,85,60,75,70,65,80,90,隆鼻 / 气质 / 手术 / 美容 / 面部 / 变化 / 效果 / 前后对比,封面展示了明显的面部特征变化，标题引人注目，适合吸引点击。
LB-139.jpg,9.49,终于也有漂亮的鼻子了👃,手术隆鼻,是,否,70,60,75,50,80,30,85,60,75,0,65,80,90,隆鼻 / 医美 / 美容 / 手术 / 鼻子 / 效果 / 自拍 / 变化,封面展示了清晰的面部特征和吸引人的标题，具有较强的点击潜力。
LB-140.jpg,8.27,微起伏｜正面侧面都好看的鼻子！,手术隆鼻,是,否,70,60,80,50,75,30,85,60,70,0,40,90,80,隆鼻 / 医美 / 美容 / 鼻子 / 侧面 / 正面 / 手术 / 效果,封面展示了清晰的鼻部特征，标题吸引人，适合医美主题。
LB-141.jpg,48.91,成都隆鼻|立体上镜轻松拿下,手术隆鼻,是,否,70,60,75,50,80,30,85,70,75,0,60,80,90,隆鼻 / 医美 / 成都 / 美容 / 手术 / 上镜 / 轻松 / 效果,封面展示了清晰的面部特征，标题吸引人，适合医美项目宣传。
LB-142.jpg,39.67,成都上镜骨感鼻｜塑造权威侧颜,手术隆鼻,是,否,75,50,80,30,70,20,85,60,75,0,40,90,80,隆鼻 / 侧颜 / 医美 / 成都 / 美容 / 手术 / 权威 / 上镜,封面展示了清晰的侧颜，强调了鼻部轮廓，吸引点击。
LB-143.jpg,50.86,3步！轻松打造高级立体的骨感鼻,手术隆鼻,是,否,70,60,75,40,85,30,80,60,90,0,50,75,80,隆鼻 / 手术 / 美容 / 骨感 / 立体 / 轻松 / 步骤 / 效果,封面标题吸引力强，视觉效果清晰，适合吸引点击。
LB-144.jpg,40.43,成都上镜骨感鼻|立体高级，妈生自然～,手术隆鼻,是,是,75,60,70,40,80,30,85,70,75,80,60,90,85,隆鼻 / 成都 / 自然 / 美丽 / 手术 / 高颜值 / 面部 / 时尚,封面展示了清晰的面部特征和吸引人的标题，增强了点击率潜力。
LB-145.jpg,29.03,成都上镜骨感鼻|高辨识度的高级感！！,手术隆鼻,是,否,70,60,50,40,80,20,70,60,75,0,50,65,80,隆鼻 / 医美 / 成都 / 高级感 / 美容 / 面部 / 手术 / 效果,封面展示了面部特征，标题吸引力强，适合医美主题。
LB-146.jpg,11.14,以前和现在，这算成功逆袭了吗？,手术隆鼻,是,是,70,50,60,40,80,30,70,60,75,80,50,65,75,手术 / 隆鼻 / 成功 / 逆袭 / 前后对比 / 美容 / 医美 / 变化,封面展示了明显的前后对比，标题引人关注，适合吸引点击。
LB-147.jpg,7.15,歪鼻修复，立体骨相鼻👃,手术隆鼻,是,是,70,60,75,40,80,30,85,70,75,90,60,80,75,鼻修复 / 手术 / 美容 / 整形 / 立体 / 效果 / 案例 / 医美,封面展示了明显的鼻部修复效果，吸引点击关注。
LB-148.jpg,25.5,原来短塌鼻对于侧颜的影响这么大啊！！,手术隆鼻,是,否,70,50,60,30,80,40,70,60,75,0,50,65,80,隆鼻 / 侧颜 / 医美 / 短塌鼻 / 手术 / 效果 / 美容 / 影响,封面标题引人注目，强调短塌鼻对侧颜的影响，具有较强的点击吸引力。
LB-149.jpg,9.54,当凹面脸决定去do鼻……..,手术隆鼻,是,是,75,60,70,50,80,20,85,60,75,90,65,80,70,隆鼻 / 医美 / 美容 / 手术 / 前后对比 / 脸型 / 效果 / 案例,封面展示了明显的前后对比，吸引观众关注手术效果。
LB-150.jpg,6.88,侧颜逆袭‼️月亮脸终于有救了…,手术隆鼻,是,是,70,60,75,50,80,30,85,70,75,80,65,80,90,侧颜 / 隆鼻 / 医美 / 美容 / 月亮脸 / 手术 / 效果 / 逆袭,封面通过强烈的标题和明显的侧颜对比吸引点击，情感张力适中。
LB-151.jpg,8.28,当面中凹陷决定去做鼻子……,手术隆鼻,是,否,70,50,60,30,80,40,70,60,75,0,50,80,90,隆鼻 / 手术 / 美容 / 面部 / 变化 / 信任 / 效果 / 前后,封面展示了面部特征，标题引发好奇，适合吸引点击。
LB-152.jpg,6.75,下巴设计I凸嘴直接干成高冷美女…,手术隆鼻,是,是,70,50,60,30,80,40,70,60,75,80,65,75,85,下巴设计 / 隆鼻 / 高冷美女 / 医美 / 美容 / 手术 / 前后对比 / 女性,封面展示了明显的前后对比，吸引观众关注医美效果。
LB-153.jpg,15.3,天呐！鼻子挛缩成这样到底该怎么办？,手术隆鼻,是,是,70,60,80,50,90,30,85,75,90,80,70,85,80,隆鼻 / 手术 / 美容 / 鼻子 / 前后对比 / 医美 / 整形 / 护理,封面通过强烈的标题和清晰的前后对比吸引点击，情感张力适中。
LB-154.jpg,14.95,当面中凹陷决定去do鼻！👃,手术隆鼻,是,否,70,60,50,40,80,30,70,60,75,0,50,80,90,隆鼻 / 医美 / 手术 / 美容 / 面部 / 效果 / 前后对比 / 信任,封面展示了面部特征，标题引人注目，适合吸引点击。
LB-155.jpg,99.54,当我用韩女审美来设计自己的鼻子,手术隆鼻,是,否,70,60,50,40,80,20,70,60,75,0,50,80,70,隆鼻 / 韩女审美 / 手术 / 美容 / 整形 / 自信 / 变化 / 前后对比,封面展示了个人自信的变化，标题引人注目，适合吸引点击。
LB-156.jpg,10.83,谁懂高级感骨相鼻的👃美学思路～,手术隆鼻,是,否,70,60,75,50,80,30,85,60,75,0,65,80,70,隆鼻 / 美学 / 高级感 / 手术 / 美容 / 面部 / 鼻子 / 医美,封面展示了面部特征，标题引人注目，适合吸引点击。
LB-157.jpg,8.1,原来面中凹陷对颜值的影响这么大...,手术隆鼻,是,否,70,60,75,40,80,30,85,70,75,0,60,80,90,隆鼻 / 面部 / 美容 / 手术 / 颜值 / 凹陷 / 短鼻 / 月亮脸,封面展示了面部侧影，强调了手术效果，标题引发好奇心，适合吸引点击。
LB-158.jpg,7.99,骨相感鼻👃,手术隆鼻,是,否,70,60,80,30,75,20,85,60,70,0,50,75,65,隆鼻 / 医美 / 美容 / 手术 / 鼻子 / 效果 / 整形 / 面部,封面展示了清晰的面部特征，吸引眼球的标题和高对比度，适合吸引点击。
LB-159.jpg,22.62,不填充拉出面中思路,手术隆鼻,是,否,60,50,70,30,40,20,80,60,50,0,30,70,80,隆鼻 / 手术 / 美容 / 医美 / 面部 / 效果 / 前后对比 / 专业,封面展示了手术效果，面部特征明显，吸引关注。
LB-160.jpg,28.14,一个幼态又气质的鼻子应具备哪些特点？,手术隆鼻,是,否,70,60,50,40,80,30,70,60,75,0,50,65,80,隆鼻 / 气质 / 幼态 / 美容 / 手术 / 特点 / 面部 / 医美,封面标题吸引人，面部特征突出，适合医美主题
zs-001.png,22,全脸韧带提升|1ml小剂量如何实现大效果,,是,否,75,60,80,30,85,40,90,70,80,0,50,85,90,医美 / 提升 / 小剂量 / 效果 / 全脸 / 美容 / 微调 / 护肤,封面清晰突出，标题吸引人，适合引发点击。
zs-002.png,14,哈尔滨抗衰微调提升遇到她!简直太香了~,,是,是,70,60,75,50,80,40,70,65,75,80,60,70,85,抗衰 / 微调 / 美容 / 哈尔滨 / 提升 / 医美 / 效果 / 信任,封面通过强烈的标题和清晰的视觉元素吸引点击，展现了医美效果的对比。
zs-003.jpg,15,她审美太绝了吧，不枉费12小时上海飞深圳!,,是,是,75,60,70,50,80,30,85,70,75,80,65,90,85,医美 / 美容 / 深圳 / 上海 / Vlog / 面部 / 审美 / 变化,封面展示了清晰的面部特征和强烈的情感吸引力，标题引人注目。
zs-004.jpg,16,山东人从不弄虚作假!微调福利~限时开启,,是,是,75,60,80,50,85,70,90,60,80,75,65,85,90,医美 / 微调 / 山东 / 限时 / 美容 / 案例 / 信任 / 优惠,封面通过清晰的面部特写和吸引人的标题增强了点击吸引力。
zs-005.jpg,13,网上看一百个案例，不如线下面诊一次,,是,否,70,60,75,50,80,40,85,70,75,0,60,80,90,医美 / 面诊 / 案例 / 信任 / 效果 / 咨询 / 美容 / 专业,封面通过清晰的面部特写和引人注目的标题吸引点击，具有较强的信任感和情感张力。
zs-006.jpg,13,30而立进京皮贴骨|很迷人因为她擅长做自已,,是,否,75,60,80,50,70,20,85,60,75,0,65,80,90,医美 / 皮肤 / 美容 / 护肤 / 魅力 / 年轻 / 自信 / 进京,封面展示了清晰的面部特征，吸引眼球，标题引发好奇心。
zs-007.jpg,11,这位北二环70年捏脸战神超🐮谁还去别地啊,,是,否,70,60,75,50,85,40,70,60,80,0,65,75,80,捏脸 / 医美 / 北二环 / 美容 / 战神 / 超牛 / 整形 / 效果,封面标题吸引眼球，具有较强的点击潜力，且人物清晰可见。
zs-008.jpg,11,从下巴后缩小肉脸到大帅踢，这双手太权威了,,是,是,60,70,80,50,75,60,85,40,70,80,65,75,70,医美 / 变美 / 前后对比 / 自信 / 手术 / 效果 / 年轻 / 梦想,封面展示了明显的前后对比，吸引观众关注变美效果。
zs-009.jpg,19,所以，谁才是微调界的神!,,是,是,75,70,80,60,85,60,90,70,80,75,65,85,90,微调 / 美容 / 对比 / 信任 / 吸引 / 面部 / 效果 / 广州,封面通过鲜明的对比和吸引人的标题增强了点击率潜力。
zs-010.jpg,10,第①视角体验当捏脸大师!垮脸收紧,,是,否,70,60,50,40,80,20,70,60,75,0,50,65,80,医美 / 捏脸 / 美容 / 体验 / 收紧 / 垮脸 / 专业 / 信任,封面展示了专业的医美操作，标题引人注目，适合吸引点击。
zs-011.jpg,10.75,短鼻朝天鼻，1支延长鼻尖，抬高鼻背~,,是,是,70,60,75,50,80,40,85,70,75,90,60,80,85,医美 / 鼻部 / 整形 / 美容 / 效果对比 / 短鼻 / 朝天鼻 / 延长鼻尖,封面展示了明显的前后对比，吸引用户点击了解更多信息。
zs-012.jpg,31.03,1.5ml/支的Radiesse，这样打一滴都不浪费!,,是,否,70,60,75,40,80,60,85,70,75,0,65,80,90,医美 / Radiesse / 美容 / 面部提升 / 注射 / 护肤 / 效果图 / 年轻化,封面清晰突出，标题吸引人，具备较强的点击潜力。
zs-013.jpg,10.41,口角囊袋、法令纹，这样打就平了!,,是,否,70,60,80,30,85,70,90,60,80,0,75,85,90,医美 / 口角囊袋 / 法令纹 / 美容 / 护肤 / 效果图 / 年轻 / 改善,封面清晰突出重点，标题吸引人，适合引发点击
